,AUD,CAD,CHF,DKK,EUR,GBP,HKD,ILS,JPY,NOK,NZD,SEK,SGD,USD
2009-10-16,0.030250749562705237,0.04084038648183441,0.032000296395422234,0.0060497354572643935,0.15515834498659148,0.1007853539368404,0.00997886746851534,0.0009759747391689666,0.10947279473733951,0.0017837272617231559,-0.00036511187174953497,0.007933447839798269,0.00795644570845655,0.49913770141187963
2009-10-19,0.030300333250321776,0.04071859013447843,0.03214212761202884,0.0060675728843810894,0.15473471940859332,0.10074828854837103,0.009844613651509342,0.0009167906563996853,0.1094958930112454,0.0017500545233053444,-0.00043372367995941907,0.008098374058227498,0.008097308242936085,0.499236757851362
2009-10-20,0.030415049615438783,0.04073819077647589,0.032168161549609,0.005893639818091656,0.15555997890986775,0.10000172653450212,0.009942532351010162,0.0009299173584521037,0.10939925398412653,0.0016389295537950765,-0.0001822623941329926,0.00823791802421614,0.008009592211884575,0.4993541174493939
2009-10-21,0.03044620488357974,0.04084909672165582,0.03210819859647729,0.005937273871770343,0.15549762276253765,0.10003158007698465,0.009994266521913327,0.00086471288249379,0.10939769643215791,0.0016613996875045611,-0.00029201880001028524,0.008121405236252377,0.007967714521843194,0.4992618527100575
2009-10-22,0.030622210023472818,0.040727884062054076,0.032066245005856864,0.006434746410209191,0.155126102120255,0.09973641974272618,0.0098558416410639,0.0007995952667865514,0.10939741544343085,0.0018045984577850227,-0.0004472777429987973,0.007974708034372113,0.0081582738207574,0.49933786162063065
2009-10-23,0.03047010891731483,0.040265677828915214,0.032679652726251396,0.0069166243947906825,0.1546802477998571,0.09946610188035798,0.009901015295755572,0.0006873393348041101,0.10983700203395996,0.001714924490126224,-0.0006656340429698759,0.007367938041055538,0.008069177297884922,0.4998934323102334
2009-10-28,0.030414027815033773,0.040255778740307835,0.03277179841981104,0.006916070347353198,0.1544303718008656,0.09935058469612557,0.009973710089691445,0.0006171220910776709,0.10989302549626345,0.0017947455369342613,-0.0006602507252784218,0.007489260928432495,0.007976949475475226,0.4999203998203328
2009-10-29,0.030588894319717896,0.04022216075109941,0.03268187583729987,0.00709543578131544,0.15401557154663836,0.09962745099096226,0.010061136032216964,0.0005954309036594052,0.10980074978568877,0.0017127546896080759,-0.000794051959103037,0.007520004941617531,0.007982599635098397,0.49993012583434526
2009-10-30,0.030589148473272987,0.04028756586271076,0.03310261969134842,0.007048296390555653,0.15288294253703508,0.09970786710918977,0.010267627350565356,0.0006325880914729021,0.10979901895551047,0.001681720624560512,-0.0007966752297459689,0.008105378576093947,0.007957699846770971,0.4998252229733595
2009-11-02,0.030815180066208314,0.04034335339572215,0.03311710991628747,0.007011176258606089,0.15312068382175603,0.09953166009788883,0.010238716894122327,0.0005326321167301584,0.10976980183891383,0.0015710116141174346,-0.0008327725401406916,0.008259872714565186,0.007917296788360506,0.49980756887499345
2009-11-04,0.03066395963944135,0.04023969152043172,0.03307628145689656,0.007029081893773048,0.15344419096876416,0.09933890794172262,0.010185501094006677,0.0005600078508774808,0.10977199850624475,0.0016404513764163298,-0.0007839362766276503,0.008104786463606628,0.007932248114096874,0.49989587231119925
2009-11-05,0.030673672601305768,0.04024770441220582,0.033122592388902694,0.006989539961962832,0.15332246875639022,0.09941841206470725,0.010183302007414338,0.0005243006657554283,0.10975320243088615,0.0016442771283626811,-0.0007285801397259872,0.008135785306191967,0.007971712218373117,0.49986554597373445
2009-11-06,0.030717785775128292,0.040314031529453453,0.03300092061585436,0.006968328806815249,0.1533785055304686,0.09959111134551346,0.010157786072951397,0.0004117025925590989,0.10977194805240809,0.0015145908765874516,-0.0008664576248090805,0.008155925215328819,0.008046984026941928,0.4998615984734839
2009-11-09,0.031621488719421276,0.04091926457235229,0.03499207256503434,0.0065526260181330565,0.15363596886494357,0.09630249711118388,0.011658224119220352,-0.0001881172763271155,0.10852872012135806,0.003490977301184417,-0.0007532670277503595,0.007177807345199461,0.007386342184418804,0.4995825325994215
2009-11-10,0.03143735078527565,0.0410184017616646,0.03484359825200689,0.006678396610282911,0.1537048758671259,0.09643715065086633,0.01133949996281558,-0.00017121014228058118,0.10878748612733447,0.003288271557053468,-0.0008207224045355122,0.007214407273530399,0.007637361500100859,0.49951246397912263
2009-11-11,0.031566891692219046,0.04086677011022466,0.03506102216423779,0.0068268470713390705,0.15394294962709568,0.09613193373557816,0.011458108785286848,-0.0001859588865975037,0.10893331165235887,0.0032222673433606186,-0.001244434843074682,0.007152150192251683,0.007397026383144323,0.4996884945571724
2009-11-12,0.031530780221107335,0.04089176979198794,0.03500608543509898,0.006754379247317643,0.1539193339117256,0.09626843417402564,0.011439291527306116,-0.00020661095289434273,0.10892749699441873,0.0031924180450133566,-0.0011798529151445525,0.007200710810031097,0.00741256455722672,0.499637035679329
2009-11-13,0.031567978012183084,0.040867712251869914,0.0350966856070819,0.006757772990043431,0.15383451180478327,0.09613013568372542,0.011433931702713722,-0.00021897592044042846,0.10890361582450869,0.003215932375704611,-0.0011537975873653905,0.007251868312066423,0.007445244272584306,0.4996585838184641
2009-11-16,0.03148487180199605,0.04091428009473719,0.03507967857761174,0.00674092626282119,0.1537729790063736,0.09617141461230383,0.011432892698716605,-0.00020856752622838703,0.10892996963279333,0.003180210416005469,-0.001111431801825824,0.00726302453620975,0.007463028722166087,0.49964071475713145
2009-11-17,0.031466329333029175,0.040895144621157065,0.03509875894986392,0.006736082590131254,0.1538141421198086,0.09612742666743679,0.011452155640503834,-0.00026512529288094666,0.10892673426844646,0.003168656862266639,-0.0010638953352124503,0.007283896928120759,0.007459742490904753,0.4996545318912289
2009-11-18,0.03149212632446885,0.04088635333955615,0.03509749408380203,0.006748275976879825,0.1538386381232027,0.09613338984011843,0.011435005018995189,-0.0002912654723118968,0.10888964400162604,0.0032081570287194605,-0.0010333363523274408,0.007201687531862788,0.00743107602881099,0.49966899641649154
2009-11-19,0.031496802375602484,0.04090455358311795,0.03513268674318193,0.0067511263826155465,0.15379684493464615,0.0961354569270807,0.011389449809504824,-0.00028555920524006573,0.10888119007132746,0.0031716703615465303,-0.0010437606479022365,0.007232619274224472,0.0074929168678612434,0.4996370968409155
2009-11-20,0.03156738672209791,0.040865200997987516,0.0350775156208758,0.006730250186992137,0.15427847086391866,0.09590766836644171,0.011566618078405266,-0.00022794569021766797,0.10880216526006736,0.0030975415221794478,-0.0009752413183633513,0.007126093917511234,0.007344403228446095,0.49966401423055706
2009-11-24,0.03156648850498878,0.04087279686483258,0.0350522243493494,0.006751262148161186,0.15426385275637122,0.0959300304060644,0.011560866559690002,-0.0002508718190913639,0.10880258215805205,0.0030881596710359283,-0.0009744454980484818,0.007133718669505629,0.007353852448433784,0.49965953254187695
2009-11-25,0.031559072918648456,0.04083790417017963,0.03513496588106757,0.006708125300243339,0.15435652860697419,0.0958104428387041,0.011497937193154083,-0.0002587535197702273,0.10882923902126884,0.003069803222614853,-0.0009469124971475673,0.007141491612053408,0.007404678973788159,0.49968119035758657
2009-11-30,0.03114006576949291,0.04095057223994136,0.0353255989861212,0.006536845133214675,0.15420553346912189,0.09595997153291491,0.011279063444700872,-0.00023999440440508613,0.10870478691522711,0.0030472249381703342,-0.0009493458085197415,0.007243093990414229,0.007982100625578692,0.49940129310012016
2009-12-01,0.031057863761074334,0.04104365419527667,0.035330633642836284,0.006476115412906713,0.15440797920670493,0.09591999569605858,0.011223980134119255,-0.000260291958535247,0.10877800510519287,0.0030242543911787045,-0.0009254920251775545,0.00718879039167436,0.008061428005571636,0.4992984040141505
2009-12-02,0.031108037616379203,0.04111033634838668,0.03531698306174946,0.00649567698932163,0.1541895958117416,0.09602300236984407,0.011212113325254507,-0.000273914818257337,0.10879803889393724,0.0031119507245436218,-0.0009763980478663115,0.007135505258291819,0.008014043841760965,0.49928967696451493
2009-12-03,0.031196985863257698,0.04110726283624255,0.035247045135337496,0.0064718628954679724,0.15437952608251782,0.09601959654611436,0.011173920022878335,-0.00044313872734250137,0.10874831632376103,0.0030950123156008313,-0.000954077042464363,0.007212411948884556,0.007897539239136608,0.49935405495047547
2009-12-04,0.031218534422620903,0.041156132452419336,0.035145519276641224,0.006460428792512407,0.154316226003065,0.09622212009903053,0.011207116013828913,-0.0004024674580034998,0.1087081223981653,0.0030636329954767394,-0.0008992465598909316,0.00717431020939463,0.007870521562414412,0.49930575380604625
2009-12-07,0.03127581706661736,0.0411516239619793,0.03513883877792212,0.006449561463029774,0.154390063289646,0.09624371974423118,0.01123323589954827,-0.00046318051750644795,0.10863321931941261,0.0030617166299380383,-0.0008420541264676507,0.007156019672843905,0.007845976942198574,0.49929422972712645
2009-12-10,0.03128815450415501,0.0410993004275893,0.03517854363926598,0.006327127722472958,0.15442322521098448,0.0962965939053122,0.011234475848565267,-0.00043485548621020886,0.10859725262992359,0.0030661931023105993,-0.0007656240738789233,0.007179640821778133,0.007873337017594184,0.49932368021351997
2009-12-11,0.031278832691077785,0.04115449246680514,0.035223286937290044,0.0063524646255210815,0.15424432761666756,0.09607364461443257,0.011301323163207332,-0.00035141951648207104,0.10850438181477828,0.0032254868423104988,-0.0006910423056710191,0.007170230735921768,0.007836822625451267,0.49936304036566304
2009-12-14,0.03132984897818686,0.04119945569967226,0.03518678522737817,0.006305271297898429,0.1542731860596384,0.09614868909681218,0.011327766873521966,-0.00032741083601442456,0.10848863229421402,0.0032343647085433247,-0.0007709545956409714,0.00716417378256029,0.007793240815830993,0.4993257872518551
2009-12-15,0.03132081050387203,0.041214694805789154,0.035166421830515215,0.006330617235444924,0.15419816771573283,0.0962329204342598,0.011207881528010076,-0.0002718870699429943,0.1085018947809101,0.003114918434922176,-0.0007769867516247975,0.007304399773668757,0.008012359289812254,0.4992535912682424
2009-12-16,0.03131727327204792,0.04121512172466402,0.03516369810114539,0.006330937707092477,0.15420271824955878,0.09623296762885714,0.011207635569450439,-0.00027114442792136595,0.10850354084692193,0.0031124756024252243,-0.0007760224230815016,0.007303190458661679,0.008013111092162961,0.4992537000853472
2009-12-17,0.03118045816041748,0.041226149418370495,0.035219784503855656,0.006254939455545339,0.1538505951267188,0.09653535707284444,0.0113393594127216,-9.226650387800239e-05,0.1085825223172413,0.0031477258123149277,-0.0006975922346951213,0.00730337687004512,0.007880337753065514,0.499214023940651
2009-12-18,0.031171622748147998,0.04129959932271893,0.035435057056368846,0.006325491989949583,0.15381480819553586,0.09626730679339301,0.011280933318849447,-0.00024090053171677006,0.10861660299532694,0.0032204365359149723,-0.0007590284816329507,0.00728282850085149,0.007953242780244563,0.49905876024242685
2009-12-21,0.03120666945749967,0.04134148078401639,0.035279972877251264,0.006098473381143554,0.15444291293153734,0.09638699597779654,0.011326827497234005,-0.0003109967930167712,0.10857574507881262,0.003010275237037341,-0.0006237151105926708,0.007267519817120149,0.007902247053198308,0.4989368304368853
2009-12-22,0.030757063077732738,0.04094238476646822,0.0358256049222756,0.0063292561451878115,0.15371690735438445,0.09550837945209323,0.011844278815368453,0.0003807987726990869,0.10863790898837389,0.003313592508624952,-2.4221333541685208e-05,0.006983449792729524,0.0074194055051152175,0.49926304340606353
2009-12-29,0.03127418365651524,0.04086253654074945,0.03570602343321083,0.006314477774702787,0.15333629981586067,0.09571035992485055,0.011865718386797633,0.0006739408642271738,0.1084995335464588,0.003543916703340866,8.800299748268348e-05,0.006963611694506933,0.007127970391037852,0.49925961602529934
2009-12-30,0.03129176507062359,0.040860950967095355,0.035723625126720004,0.006300361889282957,0.15329084134587614,0.09572083354539429,0.011843216117508243,0.0006866746012272329,0.1085002100478315,0.0035387953437773234,9.896264543546307e-05,0.00699436900232886,0.007136130892412829,0.4992590453559952
2010-01-05,0.03137917873587981,0.04094563140902563,0.03552122411923542,0.0062188111177508,0.15319686853594464,0.0958776193084463,0.011645027554813558,0.0005595684708234461,0.10849298701824683,0.003643752054947047,0.000221510635067812,0.006936044240416717,0.007328169390972361,0.49923728464574946
2010-01-08,0.03157196743159607,0.040634497107171486,0.035476797615535904,0.006150589329071199,0.15328702512632683,0.09588429564965173,0.011596601873254342,0.0005766775009611314,0.1085061100426633,0.0035872394068272584,8.486334650581462e-05,0.006989758175100891,0.007298139365166878,0.4995826836167593
2010-01-12,0.03168641610621048,0.040673698088959875,0.035458046144325905,0.006153551424943116,0.15340693104599898,0.09585887445432828,0.011594732432497812,0.0006158956756005529,0.10843480832355712,0.00363078590036392,6.101053679163915e-05,0.006959238374888432,0.007259379372385744,0.49960159662725284
2010-01-13,0.03172932694448993,0.040615085643021964,0.035301344180749594,0.0062955525604559415,0.15319748419659052,0.09608708376570818,0.01168263308350001,0.0006195116085149222,0.10843266641359861,0.0035584623608724275,0.0001119229985461212,0.00698762579203388,0.007167134324093549,0.4995975959259568
2010-01-14,0.03172280450100201,0.0406385749036563,0.03525332498043443,0.006261335953148706,0.15328629036892902,0.09608774207247883,0.011708305620327139,0.0006150919621624173,0.10840271235511623,0.0035470514717708124,0.00014620505655293936,0.006997582483734721,0.007160962676165172,0.4995740841214217
2010-01-15,0.031755030694939845,0.04058481536855163,0.03547863008228025,0.005370237985662607,0.15334993985744877,0.09606058604479872,0.0115260792796925,0.0006055476647045532,0.10857643933678773,0.0030153270938066967,0.0009308421500948127,0.007666700801618576,0.00783517488643537,0.500201602533821
2010-01-19,0.031814973456354534,0.04070397228268241,0.036165856333020496,0.004852268315007513,0.15206524668263754,0.09624821831027708,0.011772972206582813,-0.00013750624112734977,0.10872817183368655,0.003256854190690328,0.0008704666049295096,0.007673215154515467,0.007378700940214089,0.4999726971150748
2010-01-20,0.031800118934532495,0.04063915686936875,0.03616317755617038,0.004853437082043943,0.15216640588480101,0.09621006168076085,0.011813606136767602,-0.00014908624637310908,0.10874715245069166,0.003255171438790505,0.0008623061672312082,0.00768862410513127,0.0073570508450325756,0.5000013115781761
2010-01-21,0.03191207611189467,0.04053075762784153,0.036924884828200555,0.004601061275554819,0.15202259250748223,0.09611499766966691,0.01188241113692648,-8.511062185356799e-05,0.10888931026459814,0.0030428178094383806,0.000934057644705194,0.0076380016240661375,0.006901795694593704,0.5002853376622749
2010-01-22,0.031228701594984254,0.04019477655519571,0.03623347323841619,0.004824319684458345,0.15215247447598304,0.0948821540382414,0.011744054211831917,0.0004154045629279346,0.10926719554940578,0.003248404168661123,0.0008625810723340843,0.007984980269391151,0.006730326684631249,0.5010622246610859
2010-01-25,0.030921699782367196,0.04102829985643283,0.03708663526718192,0.0048354188411786625,0.1507355475174763,0.0952649242314969,0.011686851981639601,0.00025809862747472323,0.10988252868024262,0.003148615802199828,0.0012529806860036574,0.007926169649723258,0.006582355817643215,0.5004254797467936
2010-01-27,0.031042512927288324,0.041065055685250124,0.03683086221145904,0.004702190013423729,0.15101712458628988,0.09554747855966506,0.011632097664928107,0.0002820125053449307,0.10982656793892032,0.0030772808556112086,0.0012851733615024674,0.007779419456254599,0.006632928324193266,0.5003122032015463
2010-01-28,0.031027006093040654,0.040913116806194194,0.037142373459597866,0.004778158100486263,0.15041803318611793,0.09543388254039087,0.011803758748951815,0.00011461028033615817,0.10969198038879413,0.0030453210738465852,0.0011357385766428696,0.007951935796422227,0.006554601907571511,0.5006365339426584
2010-01-29,0.030974423691250252,0.040848703508170825,0.03672792874387709,0.00486698113048234,0.1508088431130676,0.0952789962863545,0.011881430716373466,0.0001345659976278446,0.10957939385987292,0.003008143445254463,0.0010742219086395666,0.008054043669418864,0.0066494465635961175,0.5006496361860759
2010-02-01,0.03102373014063675,0.0406469690064267,0.037113807386348174,0.00479579108993472,0.15124860453815123,0.09469100081674964,0.011733638247556494,0.00020827606341033977,0.1096360935510261,0.002999004866465871,0.0008534235523923739,0.007963922477841279,0.006645355974342793,0.500711282594668
2010-02-02,0.03107080818313046,0.04060496767027383,0.03714327272867046,0.004760965542833451,0.15125755900618237,0.09460062351910192,0.011705731959534754,0.00017952884110261635,0.10965025218987845,0.003037108939883071,0.0008503965040132511,0.007978743425317791,0.006661862667266538,0.5007240693725472
2010-02-03,0.03107856756372729,0.040601491767684156,0.03719296431839769,0.0046780014085706645,0.15085291208776697,0.09465147945206143,0.011840057475233479,0.00048416377274732025,0.1095316371604747,0.003095134052991444,0.0008672306737844415,0.008090194850336463,0.006608821380627794,0.5006787749498414
2010-02-04,0.031256352326113956,0.04053125117663364,0.03721190201684432,0.004923274997707949,0.15133147931806473,0.09405026249420245,0.011651387930874599,0.0004213105598466216,0.10936215350552447,0.0028977735060133902,0.001179342507126785,0.008250799217874083,0.006920968452612808,0.5005839376255274
2010-02-05,0.031259742784844724,0.04032028163426213,0.0372684530532994,0.004946269624660382,0.1515894187877356,0.09387095246592037,0.01156549629973909,0.00027344137310966743,0.1094161789306275,0.002921727672802632,0.0011876198829356421,0.008281221880013345,0.007175159643548368,0.5006965730095655
2010-02-08,0.03190964733871102,0.04002232596807745,0.03686963862872816,0.004436526469496882,0.15052791739128493,0.09386946853186351,0.010211527648021343,0.0007646380818173426,0.1086754640533461,0.003537218335364356,0.0022691445466661575,0.008873199752484129,0.007892913188152606,0.5004745913075594
2010-02-10,0.03112375119422635,0.040656020380347435,0.03589994906003624,0.0047085026095659566,0.15113557035089464,0.09547153407206999,0.010123339544452286,0.0008387156215566571,0.10920705194148544,0.002820245877960259,0.002356286407280528,0.00930517689026672,0.007703499070440434,0.4999799458747499
2010-02-12,0.030926584596473267,0.040646090422275405,0.03517452824462808,0.005033082932341393,0.15012656362467522,0.0958856184642578,0.010401088916043508,0.0008086721146838838,0.10950120958799106,0.003033375091821222,0.0022476466305905995,0.009766802674440855,0.00774632546135412,0.5001615750739694
2010-02-17,0.030657920030501384,0.041042131690946004,0.03401112294814168,0.005165667283113851,0.14976573341430816,0.0965819217386733,0.010550957552869469,0.0008721546336847852,0.10987897571246547,0.0027818578652298864,0.0018929640843397544,0.010303483893162435,0.007854869905355999,0.5000449454413982
2010-02-18,0.030588772088383953,0.041558405317915464,0.03314320822805228,0.004463099973475493,0.15009691530033964,0.09662314103283465,0.010365333018041272,0.0007117855812091012,0.11030799343768122,0.0029887619887802863,0.0023059830506683143,0.010691336131382734,0.00816274700551367,0.4992124143640789
2010-02-19,0.030419173122029533,0.041834561192460595,0.03340607551417768,0.0043064084037814365,0.15022562421933017,0.09656457893939707,0.010101650916318684,0.0004972883265003669,0.11001972310019059,0.0026818950263907126,0.002480358786818071,0.010699020368367729,0.00858414126519691,0.49888005164940663
2010-02-22,0.03046392505078975,0.0419086444392901,0.033379769523587455,0.004338248586652105,0.150300142560279,0.09655316498128208,0.009974351192498822,0.00046970071698021476,0.11009211725081691,0.0026642828803680185,0.0025342538536231585,0.010654636954297136,0.008568547200398013,0.49879222736465173
2010-02-23,0.030489225570201492,0.04186983775928643,0.03339008497217244,0.004295399050987969,0.15022278577633547,0.09662867432533062,0.010066877073114867,0.00038615569497468805,0.11000312381830579,0.002656500113415783,0.002479071273317285,0.010667361251248675,0.008571482891192195,0.4988443761442569
2010-02-24,0.030499640446799148,0.041916065726609,0.03325800563048342,0.0042795598035244575,0.1504349406745794,0.09665549733449152,0.0099531445419191,0.0003161724839139679,0.11002787575483952,0.002610571846651588,0.002465432163893333,0.0106173581561671,0.00861540514882042,0.49881326736340587
2010-02-25,0.03048489966708652,0.04193847585042043,0.033007546599290505,0.004261444167927453,0.1503776822909668,0.09706246200407076,0.009951825749155777,0.0003216363983288284,0.10999406177171767,0.002397976551661518,0.002492878604204496,0.010761819083188184,0.008719450111775273,0.49872124426731335
2010-02-26,0.03153869586969629,0.04180305474939408,0.032409827903256416,0.003994819611699063,0.14998053224965954,0.09861426080627411,0.01035375129898666,0.0009545006950519297,0.10975975905574908,0.0023393652142351673,0.002186588548593771,0.010722963033774568,0.008288852337299923,0.4980121695923486
2010-03-01,0.03174226727435449,0.04161817000966289,0.033211883187942104,0.004015967310954327,0.14933012538964674,0.0989890199007013,0.010632282500228279,0.0009918032455324965,0.10971321881905433,0.002499288937913624,0.002238077354690088,0.010653730902063119,0.007968971684393034,0.4975771077950707
2010-03-02,0.03152902167611418,0.0416441606789969,0.032868558221326616,0.004046405061930491,0.14911863650119428,0.09929604978639284,0.01063489053051845,0.0010069223813963246,0.10980392142183804,0.002376060581831707,0.0022668377408969487,0.010859378958265775,0.00810482101401755,0.49758261176785235
2010-03-03,0.03187322128297648,0.0414540201638936,0.03303455759330376,0.004076896223376092,0.14941779461471905,0.09827641956601174,0.010770689811596255,0.0007003145826721402,0.10958815180008585,0.0025238904833091436,0.002161047340013822,0.01116806208567478,0.00827796283564608,0.4976729853062679
2010-03-04,0.03190599396562746,0.041516151167470705,0.03314025696366141,0.003979051483411877,0.1495182191110218,0.09809077502610442,0.010787987568536998,0.0007602621286731948,0.10952814201556127,0.0024668334136659364,0.0022305042792672147,0.011179556575998117,0.008281680923561463,0.4975456229365256
2010-03-05,0.031904186695325756,0.04163097074920394,0.0332299980914158,0.004046113248964062,0.1495122728495536,0.0980589273579563,0.010766137856606434,0.0008409032059801258,0.10961251880399586,0.002473888106728106,0.0022246072584873045,0.011061608190112149,0.008249307204916123,0.49756895161307463
2010-03-08,0.031952937461654674,0.04166885127876682,0.033204716486194275,0.004079316183007109,0.1496418282898021,0.09789367737631927,0.010711182767494824,0.0008429265022516508,0.10960361575509942,0.002553195734480873,0.0021692653297134823,0.010963471032692573,0.008276269866771213,0.49762220796126067
2010-03-09,0.032459362411726575,0.04138018036664151,0.03308468462967329,0.004156839735617757,0.1494435929959748,0.09757561996692177,0.010696600226733338,0.0010756482522036315,0.10950593491761526,0.00259566024036495,0.002315214660935705,0.011048645614611052,0.008134851106677277,0.49808620931485065
2010-03-10,0.03267419144678051,0.04136131640969626,0.032932420863656775,0.004199782192716217,0.14976004378553923,0.09767998473597261,0.010519638756594975,0.0011840272410535702,0.10959487401301049,0.0024634031377852583,0.0022341253357521795,0.011025104105575056,0.007949065281180723,0.4979493628693872
2010-03-11,0.032959506572826106,0.04202197760962456,0.03351635973334005,0.004252445655590964,0.14955774906685798,0.09800840682107248,0.010752378454546907,0.0011370522561253704,0.10943318371890487,0.002187369109784676,0.002212685574609935,0.010851549724635201,0.0076889310941075095,0.49746169656722217
2010-03-15,0.032988761222662685,0.04175632861129297,0.03313051482899848,0.004373200265234162,0.14991856127587627,0.09795708070452469,0.01090109988529224,0.0013961964089980045,0.10939137450321357,0.0021033394755372026,0.0019972236284465927,0.010907571681242123,0.007603044040566831,0.4974465618283798
2010-03-16,0.033109260350647915,0.04219769712644633,0.033284062725662755,0.004420582218215202,0.14998094440166998,0.09810041048336582,0.010924314622701381,0.0013808058169486187,0.1094824375687416,0.002003491919717826,0.0019359400693768347,0.01069077785644068,0.0076412644161880094,0.4970981735071267
2010-03-17,0.0332326073050566,0.042533970956901035,0.033215932286291494,0.004511022777987622,0.15003727520816895,0.09803108129698801,0.011048924024875631,0.001476428368404184,0.10933023986088858,0.0018934765014986255,0.0016393505386895213,0.010539701096767773,0.007500539204442325,0.49667570601309635
2010-03-18,0.033390381718542805,0.04236827524590364,0.033524595554631165,0.004486446605983657,0.15057611470726978,0.0979308528616466,0.010797836838827485,0.001630827074410618,0.10908263719587352,0.001654555056963325,0.0017035587082888937,0.010403192191208555,0.007670083461587485,0.49643115560044215
2010-03-19,0.0340496780258929,0.04244273748701538,0.03342481410827519,0.004360232667274255,0.15311245313953228,0.09621321056915844,0.00993644548244682,0.0012662054677437667,0.10880233670632411,0.002276410913141458,0.0019296175615662325,0.010710521242704663,0.007698202877342797,0.4949929403155884
2010-03-23,0.033914505946532364,0.0426536871544837,0.0329397273519606,0.004191516824531116,0.15341527540431932,0.0960757753954169,0.010119491654735968,0.0011455276590930305,0.10879703596765294,0.0023127191506966405,0.0019757358475555598,0.010806946708037113,0.00781538281167704,0.49492219075957705
2010-03-24,0.0341172125329246,0.04281842171640349,0.03276719950689644,0.004345388474681189,0.15371872779308737,0.09582024616493012,0.00989632180223822,0.0011541828926171782,0.10862584875573811,0.001964612698692525,0.00178605287755923,0.01108194481862329,0.008171916019669212,0.494963065806612
2010-03-25,0.03410019554461055,0.042980551087706875,0.032822168412200314,0.004444376080857904,0.1536465994777224,0.09580748908535264,0.009886391907182834,0.0012485368647775913,0.10857121902056072,0.001793816474704224,0.0016776106632569732,0.011103471534903542,0.008223440481521127,0.49498070114539794
2010-03-26,0.034141101008199254,0.04296974809378212,0.03267119610900887,0.004459432353802972,0.15366395768144567,0.09586397332665897,0.009881043497894572,0.0010976188877750703,0.10861745977329218,0.0018886826577184657,0.0016619828977181839,0.011058869125472937,0.008222551917424492,0.4949892097790064
2010-03-29,0.03411396968657053,0.0429558820635868,0.032702729660053,0.004431438864989701,0.15364465725441592,0.09576471389885632,0.00989321280622659,0.001141569655295202,0.10858975242882879,0.0019019781456190987,0.001710787352873444,0.011088997267809486,0.008235906194291931,0.4950642249435532
2010-03-30,0.03410611076396432,0.04295529878628379,0.03269130581893989,0.004427750647668094,0.15369483097991946,0.09577980248247342,0.009886411092055847,0.0011177214091717402,0.1085376817073248,0.0018362783273893069,0.0017331860671852273,0.011098767394086939,0.00826546228124636,0.49506098470913
2010-03-31,0.03419517326567964,0.043144231404163014,0.032829202982450095,0.004486942995144183,0.15364211926692717,0.09563689545387144,0.009813921097675081,0.0010707610212646879,0.10860452139750931,0.0018691283235896528,0.0015784714433548508,0.010943550634846644,0.008223570054373353,0.49512005124539366
2010-04-07,0.034394987071859395,0.04334767384615118,0.03279349427764833,0.004520843320783674,0.15377042962504384,0.09549283680229192,0.00965702683369786,0.001087565623132794,0.10860984391520395,0.0018487459674736417,0.0013180386914602993,0.010919956318877433,0.008269793294915728,0.4950018949961337
2010-04-08,0.03471813210178536,0.04407757225455,0.03260301745121538,0.004380863174394345,0.15417142361239228,0.09459674536442342,0.009719490540340478,0.0012485417258478182,0.10810878362699022,0.002095168078320997,0.0010495579740457395,0.01109653576000802,0.008769873489630431,0.4945576124271301
2010-04-09,0.03463736774641114,0.04400381521034746,0.03256206112471627,0.0043992038357430485,0.15406064135531652,0.09464949286504698,0.009788577360751425,0.0012878097498740665,0.10807364999129526,0.0020670600702310526,0.0011126746823205413,0.011175781772907734,0.0087822194979299,0.4945690304934039
2010-04-12,0.03496410198084959,0.043954442333838495,0.031644079416153714,0.004118802986196879,0.15439650677204936,0.09497040518815658,0.00986023676194801,0.0011691478406997274,0.10800164722845706,0.0020798841641893606,0.0010182908708649963,0.011371091357497976,0.008523114916498431,0.4946308750163079
2010-04-13,0.03495834201517309,0.0439760100528514,0.031650361663626114,0.004140555330548024,0.1543547101171249,0.09496846256847291,0.009847745726273694,0.0011631408534530374,0.10799267703484233,0.002102136686346734,0.00102952422419203,0.011363390476523627,0.008526714864945661,0.49461891836085775
2010-04-14,0.03509489719693114,0.044068607494842815,0.03150442806482251,0.0041101609828974595,0.15480641441370055,0.09481989634940169,0.009890088179629466,0.0011588674916150066,0.10791859508916674,0.002125912649367123,0.001004978981193061,0.0112687997195689,0.008413199263587079,0.4944582494196948
2010-04-15,0.035361740859495186,0.045070864368370045,0.03104542475300423,0.0038332525095238767,0.15499768110265202,0.09512701064996898,0.009798768542714623,0.0012090718479878249,0.1069098100685969,0.002170902890020754,0.0014450885555468695,0.011185589976033194,0.008928970816328263,0.49383391162876034
2010-04-16,0.035326002677704735,0.045085612132958974,0.03088391856838496,0.003933021134819414,0.15492101840231617,0.09537862186461288,0.009773730993751598,0.0012722161417789701,0.10689728794941766,0.002099847099723773,0.0014482042876996504,0.0112490180682277,0.008956136848858709,0.4938075217829249
2010-04-19,0.03539810804113186,0.04501410780348147,0.030808245938108325,0.003859639974636564,0.1550040062568524,0.09547102838424815,0.009750130295092377,0.0012159124270500615,0.10688616101959236,0.0020409093516016164,0.001492807592734846,0.011297491144045824,0.009018579256143022,0.49379961775648384
